flow,src,src_port,dst,dst_port,feduration,total_fpackets,total_bpackets,total_fpktl,total_bpktl,min_fpktl,min_bpktl,max_fpktl,max_bpktl,mean_fpktl,mean_bpktl,std_fpktl,std_bpktl,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,std_fiat,std_biat,fpsh_cnt,bpsh_cnt,furg_cnt,burg_cnt,total_fhlen,total_bhlen,fPktsPerSecond,bPktsPerSecond,flowPktsPerSecond,flowBytesPerSecond,min_flowpktl,max_flowpktl,mean_flowpktl,std_flowpktl,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,flow_fin,flow_syn,flow_rst,flow_psh,flow_ack,flow_urg,flow_cwr,flow_ece,downUpRatio,avgPacketSize,fAvgSegmentSize,fAvgBytesPerBulk,fAvgPacketsPerBulk,fAvgBulkRate,bAvgSegmentSize,bAvgBytesPerBulk,bAvgPacketsPerBulk,bAvgBulkRate,label
192.168.0.11:51665<->54.163.80.51:443,192.168.0.11,51665,54.163.80.51,443,0.254228115,2,1,108,60,54,60,54,60,54,60,0,0,0.254228,0,0.254228,0,0.254228,0.254228,0.254228,0,0,0,0,0,0,0,0,0,7.866950514,3.933475257,11.80042577,660.8238432,54,60,56,3.464101615,0.000074,0.254154,0.127114,0.179661691,2,0,0,0,3,0,0,0,1.8,56,0,108,1,0.75,6,0,1,0.75,EMAIL
192.168.0.11:51660<->202.241.208.100:443,192.168.0.11,51660,202.241.208.100,443,0.160443067,2,1,108,60,54,60,54,60,54,60,0,0,0.160443,0,0.160443,0,0.160443,0.160443,0.160443,0,0,0,0,0,0,0,0,0,12.46548098,6.23274049,18.69822147,1047.100402,54,60,56,3.464101615,0.000082,0.160361,0.0802215,0.113334368,2,0,0,0,3,0,0,0,1.8,56,0,108,1,0.75,6,0,1,0.75,EMAIL
192.168.0.11:51655<->195.244.31.10:443,192.168.0.11,51655,195.244.31.10,443,0.252779007,2,2,108,138,54,60,54,78,54,69,0,12.72792206,0.252779,0,0.252779,0,0.252779,0.252779,0.252779,0,0,0,0,1,0,0,0,0,7.912049437,7.912049437,15.82409887,973.1820807,54,78,61.5,11.35781669,0,0.252694,0.084259667,0.145868418,2,0,1,1,4,0,0,0,0.782608696,61.5,0,108,1,0.571428571,15,0,1.5,0.857142857,EMAIL
192.168.0.11:51666<->195.244.31.10:443,192.168.0.11,51666,195.244.31.10,443,0.244817019,2,2,108,138,54,60,54,78,54,69,0,12.72792206,0.244107,0.000765,0.244107,0.000765,0.244107,0.244107,0.244107,0.000765,0,0,0,1,0,0,0,0,8.169366689,8.169366689,16.33873338,1004.832103,54,78,61.5,11.35781669,0.000055,0.244052,0.081605667,0.140683033,2,0,1,1,4,0,0,0,0.782608696,61.5,0,108,1,0.571428571,15,0,1.5,0.857142857,EMAIL
192.168.0.11:51659<->172.67.39.17:443,192.168.0.11,51659,172.67.39.17,443,0.354079961,3,1,162,60,54,60,54,60,54,60,0,0,0.35408,0,0.050677,0,0.303403,0.303403,0.17704,0,0.178704268,0,0,0,0,0,0,0,8.472662479,2.824220826,11.2968833,626.9770234,54,60,55.5,3,0.000073,0.303403,0.118026667,0.162516566,3,0,0,0,4,0,0,0,2.7,55.5,0,121.5,1.333333333,0.761904762,6,0,1,0.571428571,EMAIL
192.168.0.11:51668<->49.44.154.214:443,192.168.0.11,51668,49.44.154.214,443,0.321040153,3,2,162,138,54,60,54,78,54,69,0,12.72792206,0.320599,0.000516,0.017606,0.000516,0.302993,0.302993,0.1602995,0.000516,0.201799083,0,0,1,0,0,0,0,9.344625499,6.229750333,15.57437583,934.4625499,54,78,60,10.39230485,0.000075,0.302993,0.08026,0.148711828,3,0,1,1,5,0,0,0,1.173913043,60,0,121.5,1.333333333,0.606060606,15,0,1.5,0.681818182,EMAIL
192.168.0.11:51688<->34.98.64.218:443,192.168.0.11,51688,34.98.64.218,443,0.386845112,3,1,162,60,54,60,54,60,54,60,0,0,0.386845,0,0.025085,0,0.36176,0.36176,0.1934225,0,0.238065176,0,0,0,0,0,0,0,7.755041765,2.585013922,10.34005569,573.8730906,54,60,55.5,3,0.000069,0.36176,0.128948333,0.202006293,3,0,0,0,4,0,0,0,2.7,55.5,0,121.5,1.333333333,0.761904762,6,0,1,0.571428571,EMAIL
192.168.0.11:51680<->108.174.11.85:443,192.168.0.11,51680,108.174.11.85,443,1.911091089,3,1,162,60,54,60,54,60,54,60,0,0,1.911091,0,0.344713,0,1.566378,1.566378,0.9555455,0,0.863847606,0,0,0,0,0,0,0,1.569783888,0.523261296,2.093045184,116.1640077,54,60,55.5,3,0.000078,1.566378,0.637030333,0.82307059,3,0,0,0,4,0,0,0,2.7,55.5,0,162,1,0.8,6,0,1,0.8,EMAIL
192.168.0.11:51716<->49.44.152.100:443,192.168.0.11,51716,49.44.152.100,443,9.868664026,15,23,4061,18070,54,60,962,1490,270.7333333,785.6521739,363.3806479,694.6808691,9.866149,9.843076,0.000307,0,8.486948,8.486948,0.704724929,0.447412545,2.258639303,1.816162569,5,10,0,0,0,0,1.519962577,2.330609284,3.850571861,2242.552785,54,1490,582.3947368,634.0056074,0,8.486948,0.266720649,1.400785318,2,2,1,15,37,0,0,0,0.224737133,582.3947368,215.9333333,1522.875,2.666666667,0.448377581,731.1304348,0,3.826086957,0.643324356,EMAIL
192.168.0.11:51717<->52.77.87.5:443,192.168.0.11,51717,52.77.87.5,443,19.82307792,49,48,13329,7542,54,60,1018,250,272.0204082,157.125,255.3881433,80.8349053,19.823078,19.733043,0.000302,0,4.083364,4.083364,0.412980792,0.419851979,0.761063908,0.843432463,24,43,0,0,0,0,2.471866387,2.421420135,4.893286522,1052.863742,54,1018,215.1649485,197.8506739,0,4.083364,0.206490396,0.573377193,2,2,0,67,96,0,0,0,1.767303103,215.1649485,217.2857143,8267.35443,1.612244898,0.558527697,102.875,0,1.833333333,0.635119048,EMAIL
192.168.0.11:51718<->52.74.162.2:443,192.168.0.11,51718,52.74.162.2,443,1.658103943,12,13,3153,5984,54,60,1490,1354,262.75,460.3076923,435.1791951,540.9087084,1.571216,1.569085,0,0,1.218862,1.218862,0.142837818,0.130757083,0.359250464,0.346168132,3,6,0,0,0,0,7.237181994,7.840280493,15.07746249,5510.51099,54,1490,365.48,493.1919099,0,1.218283,0.069087667,0.247052197,2,2,1,9,24,0,0,0,0.52690508,365.48,207.75,1081.028571,2.916666667,0.486111111,406,0,3.461538462,0.576923077,EMAIL
192.168.0.11:51719<->69.174.120.20:443,192.168.0.11,51719,69.174.120.20,443,5.370172024,10,8,2805,2129,54,60,1490,1377,280.5,266.125,455.9856845,456.2841964,5.284553,5.272262,0,0.000331,4.998617,4.998617,0.587172556,0.753180286,1.654897352,1.872389997,3,4,0,0,0,0,1.862137741,1.489710193,3.351847933,918.7787613,54,1490,274.1111111,442.5588547,0,4.998211,0.315892471,1.207191182,2,2,1,7,17,0,0,0,1.317519962,274.1111111,225.3,1001.785714,2.8,0.637974684,211.125,0,2.25,0.512658228,EMAIL
192.168.0.11:57142<->202.88.149.25:53,192.168.0.11,57142,202.88.149.25,53,0.019737006,1,1,85,548,85,548,85,548,85,548,0,0,0,0,1611492933,0,1611492933,1611492933,0,0,0,0,0,0,0,0,0,0,50.66624593,50.66624593,101.3324919,32071.73368,85,548,316.5,327.3904397,0.019737,0.019737,0.019737,0,0,0,0,0,0,0,0,0,0.155109489,316.5,43,85,1,0.666666667,506,0,1,0.666666667,EMAIL
192.168.0.11:51720<->69.174.120.14:443,192.168.0.11,51720,69.174.120.14,443,5.448327065,9,7,1824,1880,54,60,783,1188,202.6666667,268.5714286,275.3084634,414.4570171,5.349372,5.363308,0.00012,0.000386,4.996496,4.996496,0.6686715,0.893884667,1.749246613,2.010746376,3,4,0,0,0,0,1.65188321,1.284798052,2.936681262,679.8417121,54,1188,231.5,332.0750919,0.000072,4.996038,0.3632218,1.282290354,2,2,1,7,15,0,0,0,0.970212766,231.5,147.3333333,746.1818182,2.444444444,0.674329502,213.4285714,0,1.714285714,0.472906404,EMAIL
192.168.0.11:51721<->69.174.120.14:443,192.168.0.11,51721,69.174.120.14,443,9.404656171,13,9,4708,2756,54,60,1150,531,362.1538462,306.2222222,408.8043228,224.8648359,9.404656,9.316165,0.000393,0,3.957378,3.957378,0.783721333,1.164520625,1.452792656,1.780659719,6,7,0,0,0,0,1.382294022,0.956972784,2.339266806,793.649429,54,1150,339.2727273,339.9301303,0,3.957378,0.447840762,1.147656417,2,2,1,13,21,0,0,0,1.708272859,339.2727273,307.2307692,2550.166667,1.846153846,0.676923077,251.3333333,0,1.555555556,0.57037037,EMAIL
192.168.0.11:51722<->69.174.120.14:443,192.168.0.11,51722,69.174.120.14,443,9.399199009,17,15,5840,8805,54,60,1124,1490,343.5294118,587,405.5679841,549.8841436,9.399199,9.313603,0.000339,0,3.920453,3.920453,0.587449938,0.665257357,1.141844434,1.293973211,7,10,0,0,0,0,1.808664758,1.595880669,3.404545427,1558.111493,54,1490,457.65625,486.5067456,0,3.920453,0.303199968,0.860094738,2,2,1,17,31,0,0,0,0.663259512,457.65625,288.8235294,3102.5,1.882352941,0.528379773,532.4666667,0,2.2,0.61754386,EMAIL
192.168.0.11:51723<->205.185.216.10:443,192.168.0.11,51723,205.185.216.10,443,9.372308016,12,15,3845,4197,54,60,957,1490,320.4166667,279.8,391.065551,393.5672388,9.371967,9.185218,0.000382,0,7.048758,7.048758,0.851997,0.656087,2.066623795,1.927246947,5,7,0,0,0,0,1.280367651,1.600459564,2.880827215,858.0597209,54,1490,297.8518519,385.3961702,0,7.048758,0.360473385,1.375608832,2,2,1,12,26,0,0,0,0.916130569,297.8518519,264.4166667,3295.714286,1.166666667,0.470149254,225,0,2.333333333,0.940298507,EMAIL
192.168.0.11:62068<->202.88.149.25:53,192.168.0.11,62068,202.88.149.25,53,0.019475936,1,1,83,546,83,546,83,546,83,546,0,0,0,0,1611492933,0,1611492933,1611492933,0,0,0,0,0,0,0,0,0,0,51.34541416,51.34541416,102.6908283,32296.2655,83,546,314.5,327.3904397,0.019476,0.019476,0.019476,0,0,0,0,0,0,0,0,0,0.152014652,314.5,41,83,1,0.666666667,504,0,1,0.666666667,EMAIL
192.168.0.11:51724<->69.174.120.14:443,192.168.0.11,51724,69.174.120.14,443,9.289139032,15,12,3465,9654,54,60,783,1490,231,804.5,293.0855555,636.4485982,9.289139,9.20401,0.000372,0,3.962936,3.962936,0.663509929,0.836728182,1.2229638,1.472369382,5,8,0,0,0,0,1.614789051,1.291831241,2.906620291,1412.294504,54,1490,485.8888889,549.5104348,0,3.962936,0.357274577,0.943225803,2,2,1,13,26,0,0,0,0.358918583,485.8888889,176.2,1676.612903,2.066666667,0.536538462,749.8333333,0,2.333333333,0.605769231,EMAIL
192.168.0.11:51725<->106.10.218.155:443,192.168.0.11,51725,106.10.218.155,443,8.792510032,21,22,8745,6615,54,60,1490,1354,416.4285714,300.6818182,537.3718053,448.0201299,8.79251,8.711895,0,0,6.471743,6.471743,0.4396255,0.414852143,1.462165516,1.480405063,8,10,0,0,0,0,2.388396479,2.502129644,4.890526123,1746.941424,54,1490,357.2093023,491.2199371,0,6.471743,0.209345476,1.019526263,2,2,0,18,42,0,0,0,1.321995465,357.2093023,361.8571429,2135.406977,4.095238095,0.583096815,246.5,0,3.772727273,0.5371764,EMAIL
192.168.0.11:51726<->152.195.38.41:443,192.168.0.11,51726,152.195.38.41,443,8.717936039,15,12,4227,7321,54,60,763,1490,281.8,610.0833333,323.0055727,561.4048059,8.717936,8.667912,0.000405,0,6.470696,6.470696,0.622709714,0.787992,1.725699776,2.072079959,6,7,0,0,0,0,1.720590738,1.37647259,3.097063328,1324.625456,54,1490,427.7037037,465.9998196,0,6.470696,0.335305231,1.28395037,2,2,0,13,26,0,0,0,0.577380139,427.7037037,227,1761.25,2.4,0.45,555.0833333,0,3.666666667,0.6875,EMAIL
192.168.0.11:51727<->104.123.216.96:443,192.168.0.11,51727,104.123.216.96,443,8.661612987,10,12,2910,2499,54,60,883,665,291,208.25,365.7163442,236.8985686,8.659942,8.64897,0.000382,0,6.902269,6.902269,0.962215778,0.78627,2.284421484,2.094632933,4,5,0,0,0,0,1.154519374,1.385423248,2.539942622,624.4795292,54,883,245.8636364,297.4828199,0,6.902269,0.412457762,1.524863943,2,2,1,9,21,0,0,0,1.164465786,245.8636364,235.8,1119.230769,2.6,0.461290323,153.25,0,3.5,0.620967742,EMAIL
192.168.0.11:51728<->34.96.105.8:443,192.168.0.11,51728,34.96.105.8,443,8.475713968,13,16,2356,2087,54,60,636,634,181.2307692,130.4375,207.056415,151.2966044,8.475714,8.459232,0.000204,0,6.402763,6.402763,0.7063095,0.5639488,1.860248884,1.677236804,8,5,0,0,0,0,1.533794091,1.887746573,3.421540664,524.2036266,54,636,153.2068966,176.911273,0,6.380277,0.302704071,1.234108943,2,2,0,13,28,0,0,0,1.128893148,153.2068966,126.3076923,806,2.923076923,0.453311394,75.6875,0,4.25,0.659090909,EMAIL
192.168.0.11:51729<->185.84.60.25:443,192.168.0.11,51729,185.84.60.25,443,8.686271906,15,12,3147,2545,54,60,795,649,209.8,212.0833333,250.6392399,236.719803,8.686272,8.453771,0.0003,0,4.6765,4.6765,0.620448,0.768524636,1.233744979,1.418391736,8,5,0,0,0,0,1.72686282,1.381490256,3.108353076,655.2868781,54,795,210.8148148,239.8648717,0,4.447745,0.334087385,0.898681818,2,2,0,13,26,0,0,0,1.23654224,210.8148148,155,2360.25,1.333333333,0.620689655,157.4166667,0,1.5,0.698275862,EMAIL
192.168.0.11:51730<->205.185.216.10:443,192.168.0.11,51730,205.185.216.10,443,8.588195085,28,38,2929,41190,54,60,783,1490,104.6071429,1083.947368,164.5488421,607.8697383,8.584984,8.402681,0.000071,0,6.933819,6.933819,0.31796237,0.227099486,1.328315156,1.168434778,3,6,0,0,0,0,3.260289237,4.42467825,7.684967487,5137.167887,54,1490,668.469697,677.8329774,0,6.933819,0.132126077,0.86115754,2,2,1,9,65,0,0,0,0.071109493,668.469697,46.32142857,677.785124,4.321428571,0.374296963,1029.631579,0,8.131578947,0.704309988,EMAIL
192.168.0.11:51731<->54.251.121.53:443,192.168.0.11,51731,54.251.121.53,443,8.498841047,13,11,7988,1631,54,60,1490,861,614.4615385,148.2727273,648.018083,239.972953,8.498841,8.415141,0,0,7.916992,7.916992,0.70823675,0.8415141,2.271068248,2.540466473,4,3,0,0,0,0,1.529620324,1.294294121,2.823914445,1131.801377,54,1490,400.7916667,548.1167742,0,7.916992,0.369514826,1.645750121,2,2,1,7,23,0,0,0,4.897608829,400.7916667,559.5384615,2209.446809,3.615384615,0.717101081,93.18181818,0,2.454545455,0.486851991,EMAIL
192.168.0.11:51732<->69.174.120.20:443,192.168.0.11,51732,69.174.120.20,443,6.352972984,15,11,7994,4109,54,60,1490,1490,532.9333333,373.5454545,623.2369954,510.3301605,6.265691,6.272819,0,0.00128,4.993004,4.993004,0.447549357,0.6272819,1.326293925,1.558501858,4,5,0,0,0,0,2.36109929,1.731472812,4.092572102,1905.092314,54,1490,465.5,572.8361197,0,4.991679,0.25411892,1.00077124,2,2,1,9,25,0,0,0,1.94548552,465.5,478.1333333,3074.615385,2.6,0.689795918,318.8181818,0,1.818181818,0.482374768,EMAIL
192.168.0.11:51733<->152.199.43.21:443,192.168.0.11,51733,152.199.43.21,443,8.121063948,26,29,10044,9800,54,60,1490,1490,386.3076923,337.9310345,386.1508274,466.2059578,8.121064,8.065177,0.000133,0,5.248186,5.248186,0.32484256,0.288042036,1.05340698,1.029379892,15,18,0,0,0,0,3.20155095,3.570960675,6.772511626,2443.522195,54,1490,360.8,426.9972417,0,5.248186,0.150390074,0.726592941,2,2,0,33,54,0,0,0,1.024897959,360.8,330.9230769,3730.628571,2.692307692,0.519568151,283.5172414,0,3.896551724,0.751966122,EMAIL
192.168.0.11:51734<->69.174.120.20:443,192.168.0.11,51734,69.174.120.20,443,8.06336999,9,6,1175,1014,54,62,571,309,130.5555556,169,168.6291131,108.4638189,8.06337,5.209876,0.000048,0,4.427639,4.427639,1.00792125,1.0419752,1.663732939,1.915160966,3,5,0,0,0,0,1.11615863,0.744105753,1.860264383,271.4745823,54,571,145.9333333,144.3282304,0,4.426585,0.575955,1.325704673,2,2,1,8,14,0,0,0,1.15877712,145.9333333,75.22222222,705,1.666666667,0.714285714,113.6666667,0,1.5,0.642857143,EMAIL
192.168.0.11:51735<->52.74.162.2:443,192.168.0.11,51735,52.74.162.2,443,3.98256588,25,27,10899,10980,54,60,1490,1354,435.96,406.6666667,563.828319,470.0837896,3.883977,3.352042,0,0,1.424586,1.424586,0.161832375,0.128924692,0.312289159,0.291397061,7,14,0,0,0,0,6.277360062,6.779548867,13.05690893,5493.694432,54,1490,420.75,512.323499,0,1.415837,0.078089529,0.223101542,2,2,1,21,51,0,0,0,0.992622951,420.75,381.48,5239.903846,2.08,0.538109453,352.5185185,0,2.407407407,0.622811867,EMAIL
192.168.0.11:51736<->106.10.218.43:443,192.168.0.11,51736,106.10.218.43,443,7.826818943,17,25,2685,7571,54,60,723,1490,157.9411765,302.84,192.3806353,444.2471797,7.826819,7.314751,0.001835,0,3.136917,3.136917,0.489176188,0.304781292,1.010276585,0.857051169,8,16,0,0,0,0,2.17201907,3.194145691,5.366164761,1310.366328,54,1490,244.1904762,367.6276774,0,3.015058,0.190898024,0.649305052,2,2,0,24,41,0,0,0,0.354642716,244.1904762,103.2352941,1472.419355,1.823529412,0.447884417,248.36,0,3.16,0.776140351,EMAIL
192.168.0.11:51737<->52.77.152.198:443,192.168.0.11,51737,52.77.152.198,443,7.809417009,14,17,3880,11389,54,60,1311,1354,277.1428571,669.9411765,444.6388088,555.0789888,7.809417,7.310969,0.014588,0,3.674368,3.674368,0.600724385,0.456935563,1.036702117,0.996384332,4,7,0,0,0,0,1.792707443,2.176859038,3.969566482,1955.203568,54,1354,492.5483871,538.0366678,0,3.674368,0.2603139,0.717844357,2,2,0,11,30,0,0,0,0.340679603,492.5483871,222.2857143,3195.294118,1.214285714,0.579120879,615.7058824,0,1.764705882,0.841628959,EMAIL
192.168.0.11:51738<->213.155.156.168:51738,192.168.0.11,51738,213.155.156.168,443,9.040126086,3,0,194,0,62,0,66,0,64.66666667,0,2.309401077,0,9.040126,0,3.042714,0,5.997412,5.997412,4.520063,0,2.089286992,0,0,0,0,0,0,0,0.331853779,0,0.331853779,21.45987768,62,66,64.66666667,2.309401077,3.042714,5.997412,4.520063,2.089286992,0,3,0,0,0,0,0,0,1,64.66666667,0,0,0,0,0,0,0,0,EMAIL
192.168.0.11:51739<->52.74.162.2:443,192.168.0.11,51739,52.74.162.2,443,5.683886051,16,15,3369,8671,54,60,1490,1354,210.5625,578.0666667,384.1805077,589.3856931,5.683886,5.149641,0,0,2.507461,2.507461,0.378925733,0.3678315,0.741428652,0.792541897,3,7,0,0,0,0,2.814975504,2.639039535,5.454015039,2118.269067,54,1490,388.3870968,520.345954,0,2.507461,0.189462867,0.54577396,2,2,1,10,30,0,0,0,0.388536501,388.3870968,155.8125,1925.142857,1.75,0.630813953,523.8,0,1.8,0.648837209,EMAIL
192.168.0.11:54226<->202.88.149.25:53,192.168.0.11,54226,202.88.149.25,53,0.301001072,1,1,85,290,85,290,85,290,85,290,0,0,0,0,1611492934,0,1611492934,1611492934,0,0,0,0,0,0,0,0,0,0,3.322247304,3.322247304,6.644494608,1245.842739,85,290,187.5,144.9568901,0.301001,0.301001,0.301001,0,0,0,0,0,0,0,0,0,0.293103448,187.5,43,85,1,1,248,0,1,1,EMAIL
192.168.0.11:54226<->202.88.131.91:53,192.168.0.11,54226,202.88.131.91,53,0.269783973,1,1,85,290,85,290,85,290,85,290,0,0,0,0,1611492934,0,1611492934,1611492934,0,0,0,0,0,0,0,0,0,0,3.70666941,3.70666941,7.41333882,1390.001029,85,290,187.5,144.9568901,0.269784,0.269784,0.269784,0,0,0,0,0,0,0,0,0,0.293103448,187.5,43,85,1,1,248,0,1,1,EMAIL
192.168.0.11:51740<->106.10.218.43:443,192.168.0.11,51740,106.10.218.43,443,7.568101168,8,10,1090,4736,54,60,574,1490,136.25,473.6,182.1692698,601.425381,7.568101,7.307319,0.013382,0,6.544101,6.544101,1.081157286,0.811924333,2.414721264,2.198485616,2,4,0,0,0,0,1.057068322,1.321335402,2.378403724,769.8100053,54,1490,323.6666667,484.6776976,0,6.544101,0.445182412,1.577109098,2,2,0,6,17,0,0,0,0.230152027,323.6666667,80.75,872,1.25,0.459183673,418.4,0,2.3,0.844897959,EMAIL
192.168.0.11:51741<->52.77.152.198:443,192.168.0.11,51741,52.77.152.198,443,3.107372999,12,14,3313,8376,54,60,1311,1354,276.0833333,598.2857143,411.2805851,575.6102352,3.020352,2.859734,0.000154,0,1.507667,1.507667,0.274577455,0.219979538,0.472719356,0.46192204,4,6,0,0,0,0,3.861782928,4.505413417,8.367196345,3761.698388,54,1354,449.5769231,523.0190186,0,1.507149,0.12429492,0.333634131,2,2,1,10,25,0,0,0,0.395534862,449.5769231,221.0833333,1987.8,1.666666667,0.522088353,544,0,2.142857143,0.671256454,EMAIL
192.168.0.11:49214<->202.88.149.25:53,192.168.0.11,49214,202.88.149.25,53,0.082039118,1,1,85,548,85,548,85,548,85,548,0,0,0,0,1611492935,0,1611492935,1611492935,0,0,0,0,0,0,0,0,0,0,12.18930706,12.18930706,24.37861411,7715.831367,85,548,316.5,327.3904397,0.082039,0.082039,0.082039,0,0,0,0,0,0,0,0,0,0.155109489,316.5,43,85,1,0.666666667,506,0,1,0.666666667,EMAIL
192.168.0.11:49214<->202.88.131.91:53,192.168.0.11,49214,202.88.131.91,53,0.15226984,1,1,85,548,85,548,85,548,85,548,0,0,0,0,1611492935,0,1611492935,1611492935,0,0,0,0,0,0,0,0,0,0,6.567288703,6.567288703,13.13457741,4157.093749,85,548,316.5,327.3904397,0.15227,0.15227,0.15227,0,0,0,0,0,0,0,0,0,0.155109489,316.5,43,85,1,1,506,0,1,1,EMAIL
192.168.0.11:51742<->106.10.236.141:443,192.168.0.11,51742,106.10.236.141,443,7.289141178,10,11,1232,6109,54,60,596,1490,123.2,555.3636364,170.6333301,625.6958163,7.289141,4.191975,0.001705,0,3.889887,3.889887,0.809904556,0.4191975,1.513555812,1.260873202,2,6,0,0,0,0,1.371903734,1.509094107,2.880997841,1007.114531,54,1490,349.5714286,507.7050888,0,3.889887,0.36445705,1.065564292,2,3,0,8,19,0,0,0,0.201669668,349.5714286,66.8,492.8,2.5,0.403846154,500.2727273,0,4.727272727,0.763636364,EMAIL
192.168.0.11:51743<->69.174.120.14:443,192.168.0.11,51743,69.174.120.14,443,7.256427049,15,12,4078,7683,54,60,1127,1490,271.8666667,640.25,375.3306859,596.5955117,7.256427,6.694113,0.001521,0,1.984563,1.984563,0.518316214,0.608555727,0.768113886,0.985796564,5,8,0,0,0,0,2.067133025,1.65370642,3.720839446,1620.770101,54,1490,435.5925926,511.1119296,0,1.984563,0.279093346,0.611792972,2,2,1,13,26,0,0,0,0.530782247,435.5925926,217.0666667,2184.642857,1.866666667,0.536170213,585.5833333,0,2.166666667,0.622340426,EMAIL
192.168.0.11:51744<->52.77.152.198:443,192.168.0.11,51744,52.77.152.198,443,5.132559061,17,26,6135,17633,54,60,1311,1354,360.8823529,678.1923077,499.746421,531.531374,5.04492,4.583822,0.000131,0,1.297547,1.297547,0.3153075,0.18335288,0.389651708,0.353054168,6,12,0,0,0,0,3.312187897,5.065699136,8.377887032,4630.828348,54,1354,552.744186,536.6127935,0,1.296438,0.122203786,0.276810104,2,2,1,18,42,0,0,0,0.347927182,552.744186,306.1764706,4171.8,1.470588235,0.514108082,624.0384615,0,2,0.699186992,EMAIL
192.168.0.11:51745<->69.174.120.14:443,192.168.0.11,51745,69.174.120.14,443,7.140547991,9,10,1095,6399,54,60,571,1490,121.6666667,639.9,170.5227258,665.7582895,7.024036,6.670276,0.000038,0,4.998102,4.998102,0.8780045,0.741141778,1.723145778,1.662522192,2,6,0,0,0,0,1.260407466,1.40045274,2.660860206,1049.499283,54,1490,394.4210526,552.4634041,0,4.997653,0.396697111,1.19133549,2,2,1,8,18,0,0,0,0.171120488,394.4210526,66.33333333,758.0769231,1.444444444,0.58392435,585.1,0,1.8,0.727659574,EMAIL
192.168.0.11:51746<->106.10.236.141:443,192.168.0.11,51746,106.10.236.141,443,7.110311031,14,17,3748,7997,54,60,1490,1490,267.7142857,470.4117647,420.7057127,602.0200431,7.110311,6.677722,0,0,6.321186,6.321186,0.546947,0.417357625,1.738936314,1.570448998,5,9,0,0,0,0,1.968971531,2.390894003,4.359865534,1651.826474,54,1490,378.8709677,529.6287846,0,6.189127,0.237010367,1.127314576,2,2,0,14,30,0,0,0,0.468675753,378.8709677,212.8571429,1220.27907,3.071428571,0.46903589,415.7058824,0,3.941176471,0.601854535,EMAIL
192.168.0.11:51747<->213.155.156.181:51747,192.168.0.11,51747,213.155.156.181,443,9.134068966,3,0,194,0,62,0,66,0,64.66666667,0,2.309401077,0,9.134069,0,3.034424,0,6.099645,6.099645,4.5670345,0,2.167438555,0,0,0,0,0,0,0,0.328440699,0,0.328440699,21.23916523,62,66,64.66666667,2.309401077,3.034424,6.099645,4.5670345,2.167438555,0,3,0,0,0,0,0,0,1,64.66666667,0,0,0,0,0,0,0,0,EMAIL
192.168.0.11:51748<->213.155.156.181:51748,192.168.0.11,51748,213.155.156.181,443,8.99969101,3,0,194,0,62,0,66,0,64.66666667,0,2.309401077,0,8.999691,0,2.999424,0,6.000267,6.000267,4.4998455,0,2.121916435,0,0,0,0,0,0,0,0.333344778,0,0.333344778,21.55629563,62,66,64.66666667,2.309401077,2.999424,6.000267,4.4998455,2.121916435,0,3,0,0,0,0,0,0,1,64.66666667,0,0,0,0,0,0,0,0,EMAIL
192.168.0.11:51749<->69.174.120.20:443,192.168.0.11,51749,69.174.120.20,443,5.367807865,12,8,4039,2225,54,60,1127,531,336.5833333,278.125,420.1976717,222.8621852,5.367808,5.284737,0.001358,0,1.896927,1.896927,0.487982545,0.754962429,0.720631001,0.971031713,5,6,0,0,0,0,2.235549465,1.49036631,3.725915775,1166.956821,54,1127,313.2,348.4026104,0,1.896927,0.282516211,0.589294283,2,2,1,11,19,0,0,0,1.815280899,313.2,281.5833333,2203.090909,1.833333333,0.691823899,223.125,0,1.5,0.566037736,EMAIL
192.168.0.11:51750<->69.174.120.14:443,192.168.0.11,51750,69.174.120.14,443,4.324408055,7,5,987,855,54,62,571,299,141,171,191.85498,112.8073579,4.324408,4.241973,0.000626,0,3.862404,3.862404,0.720734667,1.06049325,1.540026769,2.00204712,2,4,0,0,0,0,1.618718657,1.156227612,2.774946269,425.9542524,54,571,153.5,157.9346816,0,3.862404,0.393128,1.151511494,2,2,1,6,11,0,0,0,1.154385965,153.5,85.28571429,575.75,1.714285714,0.66359447,115.4,0,1.6,0.619354839,EMAIL
192.168.0.11:51751<->69.174.120.14:443,192.168.0.11,51751,69.174.120.14,443,4.318678141,7,6,987,915,54,60,571,299,141,152.5,191.85498,110.6069618,4.318678,4.234838,0.000562,0,3.862365,3.862365,0.719779667,0.8469676,1.540529638,1.801725899,2,4,0,0,0,0,1.620866333,1.389313999,3.010180332,440.4125378,54,571,146.3076923,153.4184825,0,3.862365,0.359889833,1.103918477,2,2,1,6,12,0,0,0,1.078688525,146.3076923,85.28571429,575.75,1.714285714,0.636734694,97.16666667,0,1.833333333,0.680952381,EMAIL
